star_rating,review_body
1,"Great movie, wish it was on dvd."
1,Same story of the movie Taken but with less quality actors
1,Good plot and excellent acting.
1,Well done and it kept me interested.  I will tune in for the next season too.
1,It's Amy Schumer.
1,A great drama and a compelling. story line. It was interesting to David.  Caruso in his.  pre Csi Miami role.
1,Great series....wish amazon would offer season 2 for prime members.
0,"Mad no cents, like this message"
1,One of my favorite series
1,Season 6 was a good ending to a great series. &#34;Glee&#34; makes you both laugh and cry. It's everything a show could hope to be and more.
1,Always at bedtime..puts me right to sleep all relaxed
1,I love this BBC production of Pride & Prejudice.  I've watched it so many times and never tire of it.  I think the actors were well cast for their roles and who wouldn't love Colin Firth as Mr. Darcy?  Even though it's 6 episodes you'll want to watch them all back to back.
1,Excelent
1,A classic musical with catchy songs and spectacular dance numbers.
1,kids loved it
1,"This is a really funny movie, I love it."
1,Extremely fun!
1,Best baby kid show ever
1,ðŸ˜€
1,We miss Matthew.
1,A good Eastwood movie...they are all good.
1,"Enjoyable  enough. Good cast, chemistry. Interesting subject matter. Worth a watch!"
1,An enjoyable movie for fans of Hercules.
1,"Great storytelling, great action, and great<br />acting!!!"
1,Love Love Love Downton Abbey
0,"Ordered this as rental for 'girls day' movie - we all were very disappointed! good potential, but bad story, bad ending"
1,"My wife and I think it's the best, we are watching it again!"
1,"Great family movie, but not really about faith as much as it is about a family bond."
1,Excellent series that makes you want to keep watching more every time!
1,A great show got involved more and more season two is even better than season one I can't wait for season three
1,Awesome movie flick<br />Watched it again and again
1,It was cute but slow moving.
1,The film starts you off in the middle of some action drama and through-out the whole experience makes you want to know what happens next.<br /><br />These type of stories and films are really more so short stories in my opinion that are great for viewing at least once. You get connected just enough to care if a character makes it to the end but at the same time you feel like you wanted a little more out the film.<br /><br />This is definitely a adult film in terms of content and the action scenes and don't recommend it for family viewing.<br /><br />Trying to keep this short; I wanted more from the film but at the same time I was satisfied enough with the content not to rage about it.
1,Wonderful movie!!!
1,"You can get hooked on this show. The writers and the cast does an excellent job conveying both the emotional aspects of their job,and challenges of home life. If you like action  drama then you will enjoy this show."
1,GREAT
1,Really a great second movie in the series.  I enjoyed it the entire way!
1,Looove
1,ALL FIVE SEASON'S WERE GREAT!!  A VERY GOOD SHOW THAT ENDED TOO SOON!
0,May be OK if you can stand the horrible special effects.
1,Very funny movie
1,Excellent acting and story continuity.
1,Good show. Always interesting.
1,"Great, very entertaining."
1,Awesome
1,Not worth watching
1,Charming offbeat whodunit.  Nice looking vicar whose mild manners and Concern for the village folk gets to the bottom of many a murky murder. Robson Green complements nicely. And lets not forget the bucolic charms of the English countryside.
1,Great show.  Bring it soon!
1,Amazing  and spell  binding.  Keeps  you  on  the  edge  of your  seat
1,"Clever, fun, thrilling. This was a great family (teenage and above) movie. The use of a camera POV is a great cinematic trick and makes for a fast-paced movie experience."
1,Great tango scene !
1,Had seen before......but good every time!!
0,movie for 15 year olds. Actors can't act and plot if routine and mundane.
1,Interesting and informative
1,A+++++
1,Very interesting.
1,It is one of those series that keep you captivated
1,love this show! great acting.  so much happens in an episode you just can't stop watching
1,Funny and gripping stories!
1,My daughter and I are hooked!  We need more of this!
1,I've read all the books and really enjoyed the TV drama. Where the heck is Season 2?
1,Excellent movie!
0,Ridiculous scenes of violence. Went too far for humor.
1,Good solid story with a positive ending.  Slow moving at times and dialect often makes it hard to understand.  Worth you time to watch.
1,Love it
1,"The story was interesting, I really did like the movie a lot. Actually it was on SyFy the week of august 24th, I really liked it but I did not catch the name of it. It drove me nuts so over the following week end I called the company I have my cable with and I was lucky to get a super nice guy who really searched to get me the title, as soon as he found it, I checked on Amazon to see if the movie was available so I could own it and watch it as many times as I want.<br />Again, I thought it was a cool movie, I sure would recommend it."
1,well done performances by the two stars
1,"I love this show,  I'm not sure where they are going with it, but I find it very interesting."
1,Absolutely fantastic!!!!!
0,To much singing
0,kind of dragging along with predictable outcomes.
1,There were thrilling moments but much was predictable
1,Can't wait for season 3!
0,Totally changed the turtles.  It is sad to take an original great and allow it to be mutilated.
1,Sad. Local prosecutors should have been punished much more harshly. Michael Morton is an amazing man.
1,My 3 year old loves it!
1,"second time I'm watching this series. Excellent screen writing, love the humor and serious stuff all intertwined!"
1,Fascinating presentation of the unrivaled Marinsky Theatre!
1,Funny funny show
1,Entertaining movie with an excellent cast!
1,Good and exciting but the ending left you wondering the outcome of Escobar following that event.  Also wondered if this was a true story.  Kinda left you hanging.
1,ðŸ˜ðŸ˜ðŸ˜
1,"Interesting story line, I liked it."
1,Good movie about dirty cops.
1,ðŸ‘ðŸ»
1,Parents - show this movie to your children before they take on liberal academia. Christians will be challenged by their peers and by authority figures and they must be ready to defend their beliefs.
1,I'm hooked!
1,True stories of historical value must be told.  Very well done.
1,Buffy!
1,Good show to watch on a rainy day. B movie
1,It was an interesting perspective on a well loved celebrity.
1,This will keep you on the edge of your seat.
1,loved it as an adult and still love it. my kids love it to
1,Brian Green is always very good and understandable.
0,Lots of cussing. Not kid friendly
1,Catastrophe is the best comedy real life relationship. There no Hollywood romance cliche. Its about life situations and how ther are dealt with in modern society. Great show.  I'm looking foward to see the next season.
0,Old animation from the eighties. Be watchful beyond title before you purchase.
0,Started out with a relatively good story line and then desolved into smut..It was like they ran out of words .  Would not want to see the rest of it.
1,My 4yr old girl has seen the movie like 10 times. Se loves it. The soundtrack is spectacular as well!
1,Can't wait for the next season
1,Excellent writing for this series
1,"Great show, Adam and Skip give em' heck!"
1,"Not much to this movie, just another sad father, daughter-in-law movie."
0,I would have liked a better ending. I thought the movie was pretty good up until that point.
1,Great memories....
0,Fair to middlin
1,fun
1,This is one of my two year old's favorite shows.  He loves this show and now he is starting to recognize his colors.
1,Great Show! Good story telling. Kids can't get enough.
0,I am a huge horror movie buff and I wasn't really that impressed with this one. The background soundtrack seemed cheap. The suspense was not really there. It had its moments but I expected more. I'm still confused by the way it began and how it ended.
1,"Despite having a rather slow start, the movie is extremely enjoyable.  It has an excellent premise, intricate architecture, and an ominous soundtrack that makes even the most mundane scenes more intense than they should be."
1,"This show is insane... as in INSANELY good!  The leads have FAB chemistry- you will LOVE them, even w/ their MANY, MANY flaws!"
1,Funnier if they'd played it straight.
1,Brings back old times.
1,"Great movie,  My grandaughter loved it!"
1,love this series !
1,"I remember watching when it first aired. I was in high school. Loved it then, love seeing new things watching now. Third season was the best. I will be watching again and again."
1,"Fantastic, it was one of the better movies I really liked the actors in the movie, and the combination of candid real performances they gave."
1,My 3 yr old loves this show
1,Really great!!  Very cute for kids and adults.
1,No comments.
0,A time period story hampered by a low budget and actors with limited acting skills. Definitely not for most viewers.
1,Funny
1,This show is the best! Above v. below the house. Very historically informative and entertaining!
1,Helloooooo Raylan!!!!!
1,"A brilliant adaptation of Alan Gln's novel 'Dark Fields'. Bradley Cooper has just the right combination of the 'Everyman' morphing into pure intellectual power with the help of a mysterious designer drug. Abby Cornish and Robert DeNiro provide superb performances; with Mr DeNero in particular providing an understated, yet compelling role as a business tycoon.  Cooper's transformation from a slacker copywriter into super investment analyst show the full range of his actor's range, while demonstrating the vulnerabilities and missteps of Eddie Spinaola a &#34;regular guy&#34;, reeling from the intense pressure of his transformation.<br /><br />While the screenplay deviates from the novel, it retains much of the intense pace and hyper realism of the original.  Do not miss this one!"
1,No problems
0,What dies this movie have in common with a shop vac? They both suck out loud. The movie was barely entertining at best. My son & I had higher expectations. The Arnold Schwarzenegger Hercules movie was more enjoyable & entertaining. That's just my two cents worth.
1,This is one of the best .
1,This is a very well performed and exciting series...language and scenes are general audience rated.
1,Love this show!!
1,Awesome!
1,Average. No laugh out loud moments.
1,excellent
0,"&#34;I dont care who he is , if he didnt want to get run over he shouldent have got crippled&#34; This quote was the best line in the movie, wish I could get back the 20 min I spent on this."
1,Fine series with great action and sometimes need to grab a tissue
1,"Great science fiction, lots of twists and turns!"
1,it was okay
1,Entertaining for my 3 year old!!
0,"It would have been interesting to see how a civilized society can collapse due to a disease epidemic in spite of efforts of goverment, police, doctors and media to avert a disaster.  Goverment appears nonexistent, police are either stormtroopers or looking out for themselves, and the media are limited to the few seconds of screen time and only in passing. There are no interviews with police, firemen, paramedics or witnesses, a riot occurs and only one camera is out to record it. Hundreds of other cell phones stay in pockets, no one tweets or post to social media. The characters must be on a plan with no data, no text and very limited minutes because they only call on occasion and don't bother to convey any useful information. When bit the victims seem content to sit and die if there is no answer on 911. To summarize the social and civil milieu is not remotely believable. I won't comment on the characters as they are already taking a beating. I can suspend disbelief for zombies but the rest is asking too much."
1,"Plot wasn't as good, the tribute at the end was a nice touch, rip paul"
0,what is this did i browse this by accident  look I am no prude but this looks like trash
1,Meh. First two seasons were great. Starting to wear a bit.
1,"Wow!  A movie to watch over and over, especially if you are having trouble with your faith.  The writers were spot on for todays society"
1,Best animation of the year.  Kidman really draw you into her mean character.  Makes you forget that she's Nicole. Paddingtin comes to life right out of the books
1,It just keeps you coming back for more. The characters are fantastic and play off each other very well. I am binge watching and love it.
1,Granddaughter loved it
1,Love the show can't wait for season four..
1,My 4 year old loves it!
1,Wonderful!
1,"Very well done. Simply done with humor and logic that a five year old can easily understand. It asks the viewer to help find objects, tells a good story, has riddles that children can understand.<br /><br />I recommend this show."
1,A nail biting expirence!
1,The best
1,One of my son's favorite shows!
1,"Watched every episode thought it was a good adaptation of the source material with enough reworking to keep you guessing, great actors"
1,Love it! Nucky is the man.
0,Somewhat simpler plot lines so far than Season 1. Body count continues to climb as individual moral character continues to decline.
0,"Awful.  Full of profanity, horrible plot.  Stopped watching after the first 15 minutes or so.  Wasn't worth wasting my time over.  Do yourself a favor - find something else."
1,"If you're into current events or politics and/or a news junky you'll probably like this show.  They do a good job developing the characters, and it's interesting seeing the inner workings of the news room... Assuming it's accurate, which I don't work in the news so I have no idea if it is, but I've enjoyed the show so far!"
1,"Pretty good show,kind of sad."
1,Very funny sexy comedy with lots of British humor
1,Winona Ryder's Academy Award nominated performance makes this classic story a must watch movie. Thomas Newman's soundtrack also very good.
1,"You should do this. Not that other thing, this one."
1,Think I am going to like this show -  have heard great reviews about it
1,Some of the most frightening images and unsettling scenes I have seen in a horror film!
1,Not bad for an old sci-fi series.  Too bad the series didn't last more seasons before being canceled.  Ahead of it's time maybe.  Only a few of the cast went on to other shows though.
1,Great show.
1,"It's not a bad program and well done, but the genre is so over worked these days. We sure need someone who can change the course with new genres altogether with little to do with cops, detectives, emergency rooms and doctors. I have the feeling that because reality programs and cop/legal/detective/doctor/ER shows have an adequate audience that programmers believe that's all there is. WRONG!. So, if you (ho hum) would like to watch another cop show (I don't care what minute twist is involved), then I would recommend it. It's not that bad.  -Daniel Lance Wright, author of &#34;One Day in Lubbock&#34;, &#34;Phobia&#34;, &#34;Paradise Flawed&#34; &#34;Defining Family&#34;, &#34;The Last Radiant Heart&#34;, &#34;Annie's World: Jake's Legacy&#34;, &#34;Six Years' Worth&#34;"
1,Very clever and funny.
1,Just what I was looking for. Very exciting show to watch. I would watch again.
1,I would give more stars if you had them.  Love this series.  Hope it continues for several more years.
1,Great O Movie
1,Sweet
1,"Muy buena ,recomendable"
1,Grandson loves it!!
1,Good until about half way when it became more fantasy
1,Mob movie with strong woman character.
1,A charmer...&#34;Iris&#34; provides an example to all of us on how to stay vital and grow old with dignity.
1,Binge watching!
1,They need to work on the graphics
1,Interesting show.
1,Funny and entertaining!
1,This series just gets better and better.
0,Is typical low budget slasher movie.
1,I love Jason Bateman but the characters surrounding him are......well unbelievable.  No one could be that stupid or self absorbed........could they?
1,"Hilarious, over the top and just great!"
1,Enjoyed very much
1,"Awesome, most likely I will buy it just to have in my Library"
1,Provocative and well acted.  I want to see where this story goes.
1,The one and only Bill Buckley
1,Another great TV series.  Shame it didn't continue.
1,The best Hercules yet
1,"somewhat ok , but needs more action than it has right now , has potential to be a good series"
1,Finally found out who A was!
1,"If you like Larry's humor, this is one of his best films.  The acting is good and there is a decent plot.  Larry's humor is at its best... He's a local Deputy Sheriff protecting a &#34;witness&#34; who is being held by bogus witness protection guys.  The witness is a lady who starts out being snooty and offensive, but, after a while with Larry, she turns out to be a likeable, compliant companion to Larry who is attracted to her but who remains loyal to his girl back home... This may be the best of the Larry &#34;movies.&#34;  The supporting actors are really good."
0,Each season has gotten progressively worse with the profanity.<br />Otherwise I like the show.
1,Good one.
1,"Enjoy the turns and twists of this show.  And, who wouldn't like Hally Berry?"
1,Love my SciFi shows and this does not disappoint!
1,"Great animation, my kids ages 5 and 8 enjoy all seasons so far!"
1,Love this show as kid and reliving it
1,"Originally seen when it opened in early 50s .<br />It still impresses me with the outstanding performances, special effects but more importantly , the message (warning) to<br />Earth that is needed today ."
1,One of the best comedies ever created. The two main characters have a perfect  exchange of one liners....
1,My son loves this show!
0,A yawning good time.
1,"Nice and kind of sad, but overall good movie."
1,Good old comedy.
0,"Pretty boring, Montage of Heck was much better insight of Nirvana and better made."
1,Awesome show
1,The acting in this movie was good. Enjoyed it.
1,Male version of Sex in the city...so good Lewis you wanting more!
1,"Watched two episodes, there were lots of laughs.  I need comic relief lately, this was good comic relief."
1,Awesome stories! It has been incredible to see how my brother Steve helped others through being an organ donor. He died too young but gave to others in his life and in his death. Really great show! Love! I want more seasons!!!!
1,Great for little girls 3yrs old
1,Great series.... and it even has an 'ending'!!
1,Enjoyable
1,An Oscar-nominated gem. It's unique and so unlike anything we've seen recently. A beautifully shot film that offers an austere style supporting an intriguing story of life in the shadow of ISIS terror. Highy Recommended.
1,Good show. I'm ready for the next season
1,great show. This is the predecessor of Sons of Anarchy. Same crazy stuff.
1,Amazing!  Oldie but goodie!  I continue to see it over and over.  Clint Eastwood is great and so is the cat and mouse game played throughout the plot.
1,I listen to this on NPR radio and enjoy the visual to go with the stories.  Something fun and different to watch.
1,Love this show. I love the relationship that the guys have and think the show is really funny. Ari is probably my favorite character and I love the relationship he has with his wife. This is a great show to watch when you want to relax and don't want something too &#34;heavy&#34;
1,Absolutely fantastic.
1,Like this series
1,"This is a classic, I try to pick out movies that my family hasn't seen, sometimes it's easier sometimes a bit more difficult.  It kept my 14 year old, gadget obsessed son, entertained. These old movies rely on the actors skill and not special effect or fancy camera shots. Harvey is a joy, it's worth the time to share with the family."
1,"Very entertaining, particularly if you like music."
1,Love the franchise better ever better with mark Wahlberg
1,Great family movie
1,Awesome movie. Totally worth buying.
1,"You wouldn't think it, but this actually works."
1,I'm currently binge watching it and it entertains me but the acting is lacking. Also I very recently watched Downton Abbey (which I enjoyed very much) and that maybe negatively influencing my opinion of Mr. Selfridge.
1,"My kids love it, its entertaining and educational, they're learning so much about nature."
1,"Fresh, funny, clever!"
1,I enjoy watching Mind of a Chef.  It's great to watch how creative these chefs are.
1,great special effects but a little too much like a soap opera for me
1,realistic tv entertajnment
1,Waiting for next season.
0,It's quite like watching a B movie...I so enjoy Walking Dead and this pales in comparison.
1,Good quality
0,my wife enjoyed it...
1,Excellent!
0,Probably a good movie if you're a fan of the books and young. Not great if you're an adult looking for a good sci-fi movie to watch. Overall not as good as other similar genre movies like Hunger Games of Maze Runner
1,my 3 boys love it - so not just for girls... but show could use a bit more gender mix...
1,Keeps us hanging on...
1,Excellent show!
1,I Like &#34;The Rock&#34;and I am a fan of Hercules movies. This one did not disappoint. I thought they did a great job with it and Dwayne makes a great Hercules.
1,"Sweet story, lovely ending.  The fact that it was Vanessa Redgrave and Franco Nero, who have their own love story, just grabbed me.  Such a romantic!"
1,GREAT movie.
1,Excellent movie!!
1,Excellent series
1,I was not familiar with the Poldark series of books or the previous series in the 70's. So glad someone mentioned this to me. I watched the whole series over the weekend and am thrilled to hear that the second season is coming next year.<br /><br />Interesting story line of a British soldier fighting the American Revolutionary war and returning home to Cornwall afterward. The characters are well written and casting and location just pefect.
1,great !
1,Great actress. Nice story. Human interest high.
1,Great movie
1,A good entertaining show all the way though.
1,"Fun, original, great music"
1,Victoria makes the film superb.
1,"Incredibly written, and exquisitely filmed. Brokeback Mountain contains scenes that haunt you long after it ends."
1,Really nice
1,I liked it.
1,Adult only show with great acting.
1,Pacino is Awesome in this.
1,Never a dull moment!!!
0,Terrible
1,Can't stop watching this fast-paced series.
0,waste of time. You will find out within the first 5 minutes.
1,"Finally a thoughtful, witty, and sometimes crass comedy.  Highly recommended"
1,Love every single one of these characters in this show. Young people need to knock off watching reality shows and watch a few episodes of this.  Quit watching nonsense. Get a dose of what's really happening out there. Great show for husband and wife to watch together. I can't get enough.
1,"The story line is a bit over the top at times, but fun to watch. Well acted throughout."
1,Great stuff!
1,My husband and I loved it.<br />Wish we had another season.
1,Great! Everyone should watch this
1,Good information about that era.
1,Awesome series but they added a crap intro to the episodes.
1,Missing all of these characters after a couple of intense binge-watching weeks. Excellent story of good vs evil and all of the gray area in between in an unusual US location that many of us know little to nothing about.
1,Best series I've ever seen.
1,My husband and I enjoyed this wonderful movie.  We highly recommend watching it.
1,I love it!!! I can't wait to get it on DVD!!!
1,very helpful grandson in class aswe speak
1,Interesting story line and I have no idea where it's going from here.
1,Action in each episode along with nudity-some-and interesting twists.
1,"I'd heard about Dollhouse when it was airing but never dedicated the time to watch it. Glad I was able to catch it on Amazon. Interesting plot line, great characters!"
1,Very good
1,This show hits all the human emotions.  It is well written and very entertaining.
0,really slow and boring.
1,Very funny-very clever
1,The best show ever
1,"wonderful movie, highly recommended for those classic movie buffs. Leslie Howard recommended Bogart for his role in this movie which he deeply appreciated, even naming his daughter Leslie he considered this a starter for his career. Sadly Howard died at a young age in his fifties as well as Bogey, Howard died in a suspicious plane disaster."
1,Breathtaking!
1,Superbly done. An excellent outline of urban history.
1,One of top ten shows EVER!
0,Over rated.
1,"Great action, suspenseful and keeps you very interested !"
1,"Sometimes you just need something that's not bang, bang, and a good laugh"
1,"This murder mystery was well presented and acted.  Unfortunately,I found the story to be very formulated and unoriginal.  Identification of the culprit was lacking also.  Relative to the plethora of other similar detective stories, the best I can do is brand it as average."
1,Didn't think I would like nearly as much as I do.  Good series
1,"Really enjoying this series.  CIA, action and good relationship building.  You'll like it a lot if you like things like NCIS LA, NCIS type series - a little quirky but fun!"
1,This is older but good travel show. I have enjoyed Burt Wolfe over the years and was glad to find them on Amazon.
1,Very refreshing show! It will suck you in from the moment you hit play.
0,"Storyline is unbelievable. Who falls deeply in love with a kidnapper in less than 4 days? Who decides to run across the border, with your child, and start a new life with a kidnapper willingly?"
1,This movie was a let down and I sure wouldn't rent it again. Didn't even finish watching it.
1,"I am very excited and hopeful for this new spin on the Walking Dead. I am loving that this does not drop you in the middle of the action, and allows the story to do some developing before all the chaos we know has to happen ensues. So far I am please with how the first episode played out. There was some action and the first look at zombies in LA, what a contrast from the original."
1,I like this show but how the season 2 ended..idk. Content wise def 4 stars.
1,Great show
0,Awful
0,"A re-tread of other, better (?) films ('The Thing', and especially 'Virus' (1999))."
1,Ok this is all 80s miami vice action flick with some awesome 80s music. If you like steve Lang (avatar) this is a must movie to see. Few movies do the outcast delinquents into vigilante crusaders well like this movie. WELL WORTH THE RENT
1,Awesome as per usual!
0,"Boring, I could not get interested.  To much discord."
0,Homosexual movies should let us know before we waste time watching some of the movie.
1,Love it.
1,"I'll try to keep this spoiler free.<br /><br />A lot of information and evidence was presented that made my wife and me wonder what really happened to TWA 800.  There were enough things in the official investigation that were handled in a unusual manner to make me question the whole investigation and final report.  I personally can't conclude what happened was incompetence, arrogance, and / or cover-up, etc.<br /><br />The show kept our attention the whole time, moved with a nice pace, and didn't seem heavy-handed.  It presented some technical information, but in an approachable way.  I heartily recommend it, and then you can draw your own conclusions to what really happened."
1,The only part I didn't like was the repetition  which appeared in each one.
1,"An entertaining, well done show."
1,Enjoyed it
1,"Fantastic movie! Great for the kids and a wonderful movie for adults to enjoy, too."
1,I thought it was very good. Looking forward to more.
1,My 3 yr old daughter loves it- very cute
1,Can't wait for season 2
1,"Grandkids love it, which is why I bought it."
1,Didn't know who sac was until this movie. Well done!
1,Fun to relive the excess of the 80s
1,"Love this picture, just when I think I got it bam there is a new twist."
1,Any fan of Christopher Guest will see his fingerprints all over this hilarious series.
1,The movie is great and I loved watching it.  Acting was good.  Story was story.
1,It is entertaining.
1,Never thought I would like another round of the TMNT but this was a great movie! Kids and adults in my house loved it.
1,Great series and story line.
1,well written plots!
1,Great for everyone
1,Awesome
0,"Might be great if it had closed captioning so I could understand the dialog.  Amazon has no concern or regard for people with disabilities like hearing deficits, and so chooses not to support closed captioning for a 2-3 year old Sony Bravo TV that comes with Amazon Video built in.  Amazon should be ashamed of itself."
1,I love this show and love Tom Selleck in it.
1,Good
1,"This is a great movie! My girls love it as they are fond of the songs and the story. It's also nice that the story teaches about older siblings being nice to the younger ones, which is something my eldest daughter (5 yrs old) has picked up quickly from watching the movie."
1,Great season! Really keeps your attention from one episode to the next.
0,"Very good production values (Executive Produced by Spielberg, so it ought to), strong cast but writing is dreadful (sorry Ed, this anachronistic drama is clearly not your thing...)"
1,A+
1,Great show!! I recommend watching it.
1,Really enjoyed this!
1,I loved the character development  can't wait to see the next one
1,Great movie lots of action and surprises.
1,Totally Awesome!  Love The X Files!
1,my  grandaughter  likes  this
1,Love it. Glad to see the gang again.
1,The Good Wife is a great show. So well done and smart. I am just sad that I finished watching Season 6 and now have to wait for Season 7. I love binge-watching!
1,Great series.
1,Really enjoyed the movie. This person's opinion.
1,"Cute but average.  Likeable main cast and supports, but not all that plausible.  Great for a diversion while ironing."
0,Too raunchy to enjoy anything that might have made it worth watching.  I turned it off half way through.
1,I enjoyed the movie and found the acting acting and entertainment value hight.
1,All in all a good movie with a good plot and a twist. Smartly written.
1,One of my favorites.
1,Well Acted and a good script.  Off center but a good movie.
1,"Very slow moving. Wasn't pleased with the ending although I guess it couldn't have ended any differently. I would not recommend it as a purchase item. When it reaches Netflix and it doesn't cost any more than the monthly rental fee, I would say give it a shot."
1,WHEN IS THE NEXT EPISODE!!!!!??????? i MUST HAVE IT!
0,In a word - BORING!
1,Loved how easy it was to order and watch the movie!!
1,Just great. Can't stop watching 24!
0,not for me I dont like these movies tried and still dont
1,"Wonderful, I can see those who do not have a love for acting, do not appreciate it quite as much as others. The acting was phenomena; most complain it is long, yet it is a good story I wish it was longer. You need to appreciate it for what it is. Can we get a bravo for one of the smaller roles, one of the actor portrayed it beautifully. The one who was always chewing gum, I thought it was a great detail and part to the movie! Will watch this again! It will make you think!"
1,Good
1,"Other than the original, this is my favorite Star Trek series. Just finishing up watching the entire series for the second time. Must be hooked."
1,Great acting and we'll written characters.
1,"Well done, and interesting glimpse behind the then Iron Curtain.  Perhaps more interesting to Red Wing fans, but still has broad appeal to sports and political junkies alike."
1,"Great acting on timely matters.  Sometimes I thought Mac's raving was a bit much, maybe just over my head.<br />Overall, a teriffic show."
1,"Good movie, gives u heads up as to wat can go on over there"
0,Very poor quality copy
1,Great Movie totally funny with a laugh a minute
1,Gran-children enjoyed watching this movie.
1,"Amazing show, it's a must watch."
1,My 6 year old daughter is a fan of princess Sophia and those types of shows. I showed her this show and she really enjoyed it and is excited to watch them all.
1,My 3 yr old son loves it.
1,Great movie enjoy watching as family teaching about the truth
1,Interesting plot line but not sure how long not knowing each other's past and emotions can carry the show.<br /><br />Actors grew on me as the series went on. I would not recommend it to everyone.
0,"Not sure if story exist, it seems they depend on the audience to come to their own conclusion, confusing end to confusing story"
1,"The story was a little different, not a hi budget film."
1,"decent movie, good for killing some time with the family..."
1,Mindlessly entertaining
1,Cute movie
1,Great tween teen movie not outdated
1,"It is  a classic Horror Film ,one of the best !"
1,Nice movie
1,I love Chappie! A funny and action movie...
1,Not quite as good as the first Exotic Marigold Hotel.
1,cant wait for season 2
1,love It!! awesome show!! love halle berry and can't wait to watch it from week to week.
1,Waiting for season 6 to come on prime
1,Great family movie
1,Fell asleep.
1,Hilarious and campy. Made with love for the fans of the genre. :)
1,5 stars!
1,"EXTEMELY intense, but VERY well done. Unique, with great characters and script."
1,The grandchildren loved it.
1,Love the show
1,Entertaining. Don't respect Lisa and her filthy husband. Why did she need to do background check on Quad?<br />stupid Lisa.
1,entertaining
0,I don't care who thinks this movie is good the premise is shallow there is little in thew way of any explanation and the acting is very thin. For those who insist that you need to read the book I have to say any movie that demands some prior knowledge of the story by reading a book is a piece of garbage.  Or let me say it this way if you liked The Grudge you'll love this movie.
1,"If you liked Morse, you will like this too. Lewis and his new sidekick are a great pairing.I have seen later series and they are all brilliant, but I had not seen the first series until now - excellent viewing. Stick with it as the later series are even better."
1,"There is never a Stephen King movie or TV show that is not horribly flawed.  Under the Dome is no exception. If you watch these adaptations, you know what you are getting into.  For whatever reason, King just does not translate well from book to screen.  It's not terrible."
0,"It's all build up to a lousy ending.  It's like the writers ran out of time and just put &#34;the end&#34; in a hurry<br />after writing the first 2 hours worth.  Also several illogical parts, for instance, when it's the end of the world with<br />very few people left, how do you drive up in a shiny clean car, let alone after driving hundreds of miles<br />through roads and towns that are NOT maintained, and likely unpassable in many spots?"
1,Very good
1,I love Banshee.
1,"Sorry this was ended after 2 seasons, thought the show was good."
1,My kids love this show!
1,Wonderful movie. Right mix of interesting characters.
1,"EARLY PLOT SPOILER<br /><br />The best way to watch this film is cold, having read no reviews including this one. Damian (Ben Kingsley) is a rich guy who has an opportunity to live on in another body under a new identity. It cost a bit, but beats death. He takes over the body of Ryan Reynolds and then BAM! we soon discover 30 minutes into the film we are watching a modern update of &#34;Hauser's Memory.&#34; Once we figure out what the pills are for and are 36 minutes into the feature, we know how it ends, just how do they get us there.<br /><br />Ryan did a decent job of imitating the mannerisms of Ben Kingsley, yet his acting was lack luster. There have been a number of films on this topic, with this one being superior to say &#34;Hauser's Memory&#34; but then again, what isn't better than a 1970's made for TV film. Makes for a good rental.<br /><br />Guide: 1 F-bomb. Brief dark sex/nudity?"
0,"I really love time travel movies, but I totally hated this movie.<br /><br />It didn't actually feel like a time travel movie to me, but it was just a do-over-your-mistakes movie.<br />The guy could only travel back within his own lifetime to moments that he could remember.<br />So, whenever he would say something wrong, he could just go back and do it over.<br />Whenever he did the wrong thing or regretted not doing someting, he would just go back and do it over.<br /><br />As soon as this time travel thing was explained and the guy tried it a few times, I was completely bored and annoyed with the whole movie.<br />I didn't like the way that he could just play with people.<br />As the movie progressed, I stopped caring enough to pay attention to how ridiculous the story became.<br /><br />If this was me, I would immediately go to find out what yesterday's winning lottery numbers were, or what horses won at the races yesterday.<br />Then I would go back to yesterday morning and go win everything."
1,Great actors and looks to be a good story.  I would definitely watch
1,Great storylines..
1,Loved it.
1,This movie is absolutely one of the best parodies I have seen. This whole cast and the guy who play Brian Millers is hilarious. I couldn't stop laughing at certain scenes. The fight scene towards the end was I'm sorry the most hilarious thing I have ever seen in a movie.
1,It was ok a little strange I thought but oh well
0,Wrong movie was attached to stream
1,terrific movie!
1,Excellent
0,I love this series and looked forward to seeing it again. However I was furious that the video had closed caption on my iPad and none when viewed on my TV. What gives?!
1,Excellent
1,Awesome Movie
1,It was ok a bit predictable
1,5 star
0,awful
0,I turned this movie off a quarter of the way through.  Not the best acting and predictable.
1,"This looks interesting.  I'm a big Cranston and Ribisi fan, so that helps.  This has a lot of intrigue going in.  I'm hoping that Amazon picks it up."
1,Excellent show. Reminds of me of Star Trek's earlier seasons. Great cast and unexpected plot twists and surprises. Looking forward to next season.
1,"Very good, but cut short at only three seasons."
1,"Weird, but not in a dislike way.. has some interesting qualities"
1,We have really enjoyed the Newsroom. The characters are a little crazy but the dialogue is wonderful- the writer is amazing. We are now watching season 3 and dread when it will be over!
1,It's ageless.
1,Just good English mystery show.  Not an over the top pretentious program like Inspector Morris could be at times (still a great show) but just entertaining.
1,"Love the show,I recommend this show to every one, start season one."
1,good mystery
